FOF_Halo_ID,intensity_1,intensity_2,separation,true_mass_ratio
0.0,1.2373686944571942,0.645085912829432,141.4814475470194,0.01430026939013575
1.0,0.8968666819401734,0.7705595792032844,22.561028345356956,0.03193350633504031
2.0,1.1604698927222192,0.6885202535518926,59.90826320300064,0.013646072304406297
3.0,1.319784871316449,0.5871193943184316,47.29693436154187,0.054392025116117224
4.0,2.1618156388986756,0.7391195989352314,85.0235261559999,0.009061851500467233
5.0,1.1847281301692763,0.6496769150730329,75.21303078589507,0.008218858910867564
6.0,0.9803046858576479,0.6671965761169546,101.31633629380802,0.013514005359796315
7.0,1.7445136618975732,0.6000120751374542,101.01980003939822,0.03154123257380891
8.0,1.7925835462198858,0.5860997986539475,52.61178575186362,0.00863282127720381
9.0,1.4645205983739122,0.6203484517390444,67.20863039818622,0.004637889760190138
10.0,1.639941927453917,0.6913414545322,54.20332093147061,0.016262571045734312
11.0,1.8416139091016646,0.968426740825305,39.05124837953327,0.02317307333207732
12.0,2.2726843188110073,0.6571598216494805,82.49242389456137,0.0067388916282932814
13.0,1.285049756796859,0.8179219397505733,83.52843827104634,0.15250298728959047
14.0,1.5218408399473138,0.5778272796439251,129.20139318134306,0.0038747576154997345
15.0,1.9995335257085636,0.9320310518142803,75.53806987208503,0.03192615959928029
16.0,1.5173354659795382,0.5989386655404221,89.89994438263018,0.009745889975010361
17.0,1.2210319152034441,0.8630599123979925,45.12205669071391,0.029130083842352668
18.0,1.144502785960577,0.7136503474426278,30.479501308256342,0.008893241416142702
19.0,1.5898878391693971,1.0796652933757476,36.05551275463989,0.017826499627805942
20.0,1.4759610452033707,0.7928330791758437,39.35733730830886,0.005771699824112101
21.0,1.1868531196723366,0.6949874505992388,80.77747210701756,0.01976869853211828
22.0,2.061150801033783,0.6188954833765761,87.64131445842195,0.004393994506001323
23.0,2.3990379912353488,0.5103511312853588,53.03772242470448,0.0031310986213738726
24.0,0.721926662344698,0.6707324815926363,84.0535543567314,0.029782168026719444
25.0,2.0097032372069124,0.5907951587255859,95.96353474106714,0.013399780513734753
26.0,1.2684450675042123,0.9721324965067886,113.14592347937243,0.01082619051714692
27.0,1.2693223052361255,0.7569462786126525,71.449282711585,0.0861633226954583
28.0,1.1660115493444267,0.7134839471278349,31.064449134018133,0.012956570120517902
29.0,1.6400650566488875,0.5319328310972129,83.21658488546619,0.022015771535983587
30.0,1.1484588463861263,0.6067924773228887,59.22837157984339,0.0637875136803478
31.0,1.685685533643736,0.8014732762190809,52.20153254455275,0.015983309280302397
32.0,1.674418497966828,1.1087713916289639,27.784887978899608,0.009147376622943054
33.0,1.9528370825345804,0.7208727077233672,44.77722635447622,0.007324068262716104
34.0,2.1618876996395766,0.573672064218193,49.72926703662542,0.018401197725798225
35.0,2.5523489008748457,0.5134520753561562,107.42439201596628,0.012936115191907802
36.0,0.9684782759020605,0.8690914008158754,33.61547262794322,0.016047713555416045
37.0,2.418654477232546,0.6123930988494035,101.24228365658294,0.027094345248716283
38.0,1.9335792630720272,0.6341055614877367,98.03060746521976,0.06899242771694382
