true_mass_ratio,quantity
0.0143002693901357,71.41677370284145
0.0319335063350403,37.49646786266172
0.0136460723044062,31.350841654627185
0.0543920251161172,22.625787290433024
0.0090618515004672,16.475814642734413
0.0082188589108675,44.33303732350654
0.0135140053597963,140.93885388448703
0.0315412325738089,29.0101310578537
0.0086328212772038,173.73709896257512
0.0046378897601901,121.80548197680136
0.0162625710457343,57.50210111843332
0.0231730733320773,89.90276125760396
0.0067388916282932,51.383640850468645
0.1525029872895904,22.139840822169585
0.0038747576154997,16.69294844846377
0.0319261595992802,31.738490294860185
0.0097458899750103,24.600586049266134
0.0291300838423526,34.1764238105877
0.0088932414161427,108.74193523646251
0.0178264996278059,102.0197806783277
0.0057716998241121,47.136760903853606
0.0197686985321182,103.82482483297278
0.0043939945060013,43.13635700627895
0.0031310986213738,36.034332271518025
0.0297821680267194,121.63409279992756
0.0133997805137347,57.52533397044414
0.0108261905171469,37.815714548486184
0.0861633226954583,24.97471791616047
0.0129565701205179,39.96398297448202
0.0220157715359835,58.663932967682264
0.0637875136803478,40.014556320066795
0.0159833092803023,59.41113855589021
0.009147376622943,54.271002910515094
0.0073240682627161,77.63060681155856
0.0184011977257982,44.010826827313494
0.0129361151919078,18.441472475479884
0.016047713555416,176.62213297890392
0.0270943452487162,58.82323023215977
0.0689924277169438,76.72724952666397
0.052709845353854,78.28978534617639
0.0120413703099305,52.88988561427919
0.0158507496067363,57.40254525882724
0.014325640707388,57.562879704070305
0.0419986385579797,51.84564864006626
0.0042133601228326,53.662953912157185
0.0049742747891242,97.24457054603262
0.0449242406226643,36.69615007743975
0.0037719226863981,103.3584669956759
0.004788594463107,40.71678108385413
0.0118246321242302,17.44435096380805
0.0328225510411494,59.50488378693785
0.030389341359756,27.94155694629968
0.0108659171412221,49.454769263441754
0.0146422164500494,37.124985012600234
0.0109823757289253,69.83473646310017
0.0265280650678508,46.87349258216396
0.0053095491354531,132.82433959535464
0.0493627699661717,23.290787014173976
0.0196371479403101,79.91984072595356
0.0055123707638728,68.93270431668579
0.0154372884562289,12.290897304402016
0.0130911527805841,74.60054050251595
0.017369440378283,26.80622218406009
0.0083919320541731,24.938454100644208
0.0078608118949164,28.39618851739838
0.0294003926522586,100.44767874228548
