true_mass_ratio,quantity
0.0143002693901357,8.775022302472092
0.0319335063350403,-1.0
0.0136460723044062,16.741771198487577
0.0543920251161172,13.274154285297056
0.0090618515004672,-1.0
0.0082188589108675,-1.0
0.0135140053597963,26.928119473372792
0.0315412325738089,11.101725309241008
0.0086328212772038,-1.0
0.0046378897601901,6.918031576315863
0.0162625710457343,9.242502273776736
0.0231730733320773,14.02352659739137
0.0067388916282932,-1.0
0.1525029872895904,49.27815992824088
0.0038747576154997,-1.0
0.0319261595992802,8.799972854840341
0.0097458899750103,-1.0
0.0291300838423526,15.911528344100294
0.0088932414161427,11.666216732649097
0.0178264996278059,19.15215387672857
0.0057716998241121,4.682803267232188
0.0197686985321182,8.863514313218612
0.0043939945060013,6.503511643754123
0.0031310986213738,-1.0
0.0297821680267194,42.92182494680188
0.0133997805137347,-1.0
0.0108261905171469,12.106657452147406
0.0861633226954583,-1.0
0.0129565701205179,-1.0
0.0220157715359835,13.425181337869871
0.0637875136803478,45.5528442735928
0.0159833092803023,16.79314736404531
0.009147376622943,-1.0
0.0073240682627161,9.45632559778862
0.0184011977257982,6.724634635847374
0.0129361151919078,7.181490202644351
0.016047713555416,-1.0
0.0270943452487162,13.362409979603358
0.0689924277169438,33.28222492708563
0.052709845353854,12.881547916032286
0.0120413703099305,13.182316025725186
0.0158507496067363,12.581152643710118
0.014325640707388,8.650213506343727
0.0419986385579797,26.15381096171885
0.0042133601228326,-1.0
0.0049742747891242,8.318730517355819
0.0449242406226643,24.651826277129807
0.0037719226863981,-1.0
0.004788594463107,-1.0
0.0118246321242302,3.883962319738657
0.0328225510411494,15.873045575188629
0.030389341359756,20.887074992856206
0.0108659171412221,7.065134304990783
0.0146422164500494,16.485510566822317
0.0109823757289253,5.710009163932048
0.0265280650678508,31.28539453768398
0.0053095491354531,-1.0
0.0493627699661717,22.082964940455987
0.0196371479403101,10.973893743065663
0.0055123707638728,-1.0
0.0154372884562289,-1.0
0.0130911527805841,10.81428879731997
0.017369440378283,9.26631405385914
0.0083919320541731,-1.0
0.0078608118949164,-1.0
0.0294003926522586,23.097732895084288
0.0250454644563413,9.393042329947582
0.0117399542965022,4.639356677818349
0.0210302552616876,9.633460114249404
0.01452446277976,6.145008884753445
0.0321937477434979,13.908541195528167
0.007753303843131,-1.0
0.0145143034558173,-1.0
0.0121325819971562,6.669932749490607
0.0117864442399366,4.113922137243839
0.0376631675579644,73.97881235900404
0.0397193966737966,22.727027287635103
0.046452088161984,27.56469029661585
0.0080024170314704,-1.0
0.0120564159880254,22.269828494337997
0.0037765649513704,-1.0
0.0882578120098739,34.89217288810781
0.0086740524955622,-1.0
0.0035978342646404,-1.0
0.0345517543433502,38.42267149929481
0.0202329033311991,7.900003185525006
0.0834957128691444,20.97523830420384
0.0417660505626089,41.282386389408465
0.0279526211540796,25.247248248998616
0.0252781584307551,8.139534991493097
0.0390938122681605,23.472129175930704
0.0111117345968064,5.319509693969738
0.010169287405787,-1.0
0.0160384871788622,6.284054901816155
0.0163644155460832,-1.0
0.0100781411554945,6.958960447676776
0.032017358561075,18.85905627160771
0.0089295147229449,-1.0
0.0066112056824825,-1.0
0.0105206917978803,-1.0
0.0067058720533834,-1.0
0.0095530291173672,-1.0
0.0099007135035208,4.932420397673293
0.0072719308497632,-1.0
0.0134770594718546,-1.0
0.0227697922361117,20.895824155478927
0.0071071088831089,16.661478938974977
0.0126058664956323,13.729129419982062
0.0158992645335927,22.307296801193555
0.0265694727960461,7.2108161417865695
0.0151570941920696,10.121130880933812
0.0040451908715524,-1.0
0.0166568241745955,9.348078867856806
0.0453321513715057,19.925883763526127
0.0123765783329673,-1.0
0.0044872581934874,-1.0
0.0049046916137741,4.2080958488423645
0.0460967470170135,24.57616005868787
0.0140620887704887,-1.0
0.0194863749591149,6.209862011667723
0.1007001777846839,69.66920514427235
0.0031435402066197,-1.0
0.0054320146654957,-1.0
0.0278620146108168,18.88061574865191
0.0141950927466349,7.841487238820522
0.0060130692872596,-1.0
0.0167978682954931,13.013313097090968
0.0200723306679775,25.372046577082862
0.0075282711267371,-1.0
0.0303819096971793,20.19060506076202
0.0172442274590344,19.138996907770455
0.0056092931363613,-1.0
0.0335800040322468,22.636580234266383
0.0128055547596194,-1.0
0.0186916690855009,5.334814095401805
0.024731294409493,40.09212792263801
0.0060070873283678,3.431507592505403
0.041791859611475,53.48293062856793
0.0892587277698009,4.838179751546217
0.0668875509468906,40.84986916483335
0.0032836297116731,-1.0
0.0184245799113184,12.42283606860426
0.4353427518015065,40.30712405926569
0.0707616771566425,36.53281252688562
0.0073372897083519,9.745840522320613
0.0088523849412354,5.702399925215278
0.0053980008257179,-1.0
0.0071850346372236,-1.0
0.0628969432908417,50.160203817372036
0.0097999117440747,3.582469724603919
0.0119953453558396,4.417028161604003
0.0169789414499063,18.974933883391888
0.1632192316406886,65.64193231936447
0.0463710268274565,10.461698211860977
0.0164165138370873,4.453232320901963
0.0075563551200969,4.846054943699792
0.0141257936652618,6.894732371558919
0.0197234901551892,44.88640612610375
0.005242523783759,-1.0
0.0186795005531599,11.566019341115103
0.0332172011678737,-1.0
0.0642155588817256,14.273889122565262
0.0298239980202538,5.2766984452025385
0.0033141602746134,-1.0
0.0395275728577224,30.045568080421006
0.0448084970300818,27.550701926272104
0.0328100859432637,11.441060750535172
0.0224024476773014,-1.0
0.01650541493333,6.136886586570166
0.119466674173162,12.607595970545724
0.085539848825133,20.8913283966813
0.0071736972354124,-1.0
0.0816094072902287,28.35455827940252
0.0155498077978493,-1.0
0.0123250263019524,19.564772166354413
0.0565434164216261,46.63531312222283
0.0092516736749753,8.574653160970485
0.0202730293281542,13.003552994032658
0.0039763750430733,-1.0
0.0160909259959302,7.886273632488377
0.0037130801118016,2.636781765731891
0.0328533193578846,39.77393819656858
0.0076227978363601,14.773566993417267
0.0083681757673248,-1.0
0.0078940799645699,-1.0
0.091532720435506,7.715459257670976
0.0442536339345315,16.918613288185252
0.0367693843318296,22.445714110058997
0.0485899542838557,57.624940254080194
0.0088020969578729,-1.0
0.010202777055382,-1.0
0.0120798909497554,5.895082950230877
0.0336710167490316,15.622057821247832
