FOF_Halo_IDs,mass_ratio
696.0,0.011891931642928087
697.0,0.005497449672676507
698.0,0.005540387938507791
699.0,0.024208444876788204
700.0,0.015941122540223868
701.0,0.018115776094713133
702.0,0.004648683892212767
703.0,0.024795003262054735
704.0,0.05555658704730469
705.0,0.05307356137544026
706.0,0.018366683785893848
707.0,0.014517943773418947
708.0,0.012698492603704323
709.0,0.012203326900313977
710.0,0.08554814478364552
711.0,0.013608271760380425
712.0,0.01713381126473234
713.0,0.13740656013137348
714.0,0.029309648518724418
715.0,0.034221487631045835
716.0,0.0018689348149250442
717.0,0.009795233834494658
718.0,0.008189592809945355
719.0,0.028563193392881863
720.0,0.021959282408156932
721.0,0.013748213458611791
722.0,0.047076296952434385
723.0,0.02728357455600556
724.0,0.019731625853670408
725.0,0.014533866993446023
726.0,0.019367005498085146
727.0,0.02528955159814702
728.0,0.019892456838929328
729.0,0.022887664827121415
730.0,0.013096545290859438
731.0,0.04956528201631284
732.0,0.10406590398619224
733.0,0.04092951224040979
734.0,0.006712888462473282
735.0,0.023194726486240224
736.0,0.004656460450785488
737.0,0.05754529878315481
738.0,0.004151739716486816
739.0,0.011876630821010833
740.0,0.009310259535137944
741.0,0.1603883636948557
742.0,0.013900022883858708
743.0,0.18583180537845123
744.0,0.01624170114462103
745.0,0.006265513041636952
746.0,0.010602464037669046
747.0,0.002608191194630603
748.0,0.020739149347085692
749.0,0.014428310218526882
750.0,0.025994890890591964
751.0,0.033655656192133246
752.0,0.03266421747986067
753.0,0.029932808556897537
754.0,0.04226516375204513
755.0,0.012475728505643732
756.0,0.03717598173290449
757.0,0.05440537356708913
758.0,0.002572946346943391
759.0,0.011538331022359178
760.0,0.012226603613097372
761.0,0.010917340436632528
762.0,0.007091026344008467
763.0,0.025733739008890977
764.0,0.008281978310483228
765.0,0.02255841444976464
766.0,0.014776688539427764
767.0,0.009580062892200902
768.0,0.12161777961831308
769.0,0.01859215748399624
770.0,0.014270452568261247
771.0,0.033892137788807536
772.0,0.010882969154302695
773.0,0.023633487441857812
774.0,0.024123057868058607
775.0,0.006318361296050668
776.0,0.010862753700556805
777.0,0.042884215379683864
778.0,0.004866197754635499
779.0,0.014056391243726188
780.0,0.012660953536530904
781.0,0.00827557488391958
782.0,0.4379300001102119
783.0,0.02306676691102395
784.0,0.010250878408752025
785.0,0.07521776193481308
786.0,0.025806541587082128
787.0,0.06123990917700534
788.0,0.005041173931708723
789.0,0.01643092531948314
790.0,0.05552669443175842
791.0,0.02512818650949246
792.0,0.011776920719091689
793.0,0.0286016737010671
794.0,0.023099737907516665
795.0,0.03741692741426357
796.0,0.017779268124914017
797.0,0.019965582204101915
798.0,0.038183048914186994
799.0,0.01673579195462164
800.0,0.17150667142701026
801.0,0.0161345328035519
802.0,0.008603950033910544
803.0,0.01282581625077708
804.0,0.022446318966451682
805.0,0.008060239862817153
806.0,0.03619455082047556
807.0,0.0048270910284331555
808.0,0.012101304241380145
809.0,0.026859482413650448
810.0,0.026630551830745593
811.0,0.07056651315557136
812.0,0.008283582938852582
813.0,0.010255757926525475
814.0,0.01576497291778535
815.0,0.037163421537588004
816.0,0.030969021297074347
817.0,0.020737153808199488
818.0,0.04711054027183075
819.0,0.04029418036041089
820.0,0.058713943034866455
821.0,0.01917546416178406
822.0,0.01453109455261141
823.0,0.0183179382286015
824.0,0.024327813425868275
825.0,0.008717507416661335
826.0,0.0250800281241475
827.0,0.015352323910366757
828.0,0.05408639270459751
829.0,0.03052838369429843
830.0,0.044969254415302466
831.0,0.008052607224879724
832.0,0.015398986083164997
833.0,0.009753700872092146
834.0,0.0205879637452198
835.0,0.01428246846506133
836.0,0.013741920137494625
837.0,0.009603525354136193
838.0,0.09862292971147328
839.0,0.06532044126474089
840.0,0.004958420202993324
841.0,0.010305460953329916
842.0,0.005730596472761343
843.0,0.030197120041596866
844.0,0.024115075782506518
845.0,0.006994364097878478
846.0,0.020476471657571244
847.0,0.07942747389587657
848.0,0.07223652636424907
849.0,0.02491063677953266
850.0,0.010076277563390005
851.0,0.01771928568898197
852.0,0.023480343601966075
853.0,0.059218524037151554
854.0,0.06758828257508731
855.0,0.025982465898142255
856.0,0.039876883280042005
857.0,0.04182120254318427
858.0,0.06457589346948721
859.0,0.011110705313740562
860.0,0.0058545081551725255
861.0,0.019616141146170624
862.0,0.02042594319075682
863.0,0.13870616919171286
864.0,0.013543788424356594
865.0,0.040169845476292654
866.0,0.026720830685444535
867.0,0.02190537736804376
868.0,0.014567786193793274
869.0,0.008081078978009153
870.0,0.03044393411546058
871.0,0.031948872992888296
872.0,0.024477232573188446
873.0,0.01962028114090951
874.0,0.006847708867028512
875.0,0.06593009385122514
876.0,0.005240138566476142
877.0,0.012064362838727515
878.0,0.006114660445593165
879.0,0.008403888968924477
880.0,0.005801409701067414
881.0,0.016363022131458314
882.0,0.020236633545473077
883.0,0.054300249015753144
884.0,0.069553010497504
885.0,0.008673254851967113
886.0,0.021310476042366217
887.0,0.012966515320605727
888.0,0.02129376903697842
889.0,0.08423683629521994
890.0,0.06090953476385419
891.0,0.03379490854201798
892.0,0.008432832747311976
893.0,0.02748465149321178
894.0,0.009526084077502502
895.0,0.02022975982791636
896.0,0.010918047746481615
897.0,0.039845224091216554
898.0,0.007275451972900383
899.0,0.03976245484813341
900.0,0.004718493692531361
901.0,0.03635064712088726
902.0,0.004135260806532023
903.0,0.052091154887587664
904.0,0.017875175588707194
905.0,0.04078608096889801
906.0,0.1668602890058356
907.0,0.02209029739994221
908.0,0.020045722387361964
909.0,0.07140358181334468
910.0,0.06891250204788746
911.0,0.014362119264897633
912.0,0.04999025195189815
913.0,0.00720037675758336
914.0,0.016957851598116653
915.0,0.07977463363909107
916.0,0.011414106358394882
917.0,0.018614589622798137
918.0,0.01062470969178311
919.0,0.011334065275732145
920.0,0.04094391154480975
921.0,0.5789421529901456
922.0,0.010892878298167865
923.0,0.013548490522987552
924.0,0.06057273746465497
925.0,0.012365508684563521
926.0,0.04226326355777788
927.0,0.1119826292418725
928.0,0.046957321156829025
929.0,0.01315883018196571
930.0,0.011139782914125762
931.0,0.033272171513477285
932.0,0.019125379087209193
933.0,0.013145863002395718
934.0,0.019980284978054087
935.0,0.009158045646110438
936.0,0.10145238673708877
937.0,0.006746611417909967
938.0,0.04443700156737698
939.0,0.03962585355248817
940.0,0.0872411132973252
941.0,0.03826448018490295
942.0,0.0068530997953888525
943.0,0.04449941904731183
944.0,0.035457690835433486
945.0,0.016975148643159674
946.0,0.028184238287315432
947.0,0.012628412211873748
948.0,0.08308700081874465
949.0,0.00786699284864437
950.0,0.014596843954584226
951.0,0.01958578808293797
952.0,0.07664576632908005
953.0,0.011327904850009335
954.0,0.03526439469874846
955.0,0.08332217332535158
956.0,0.014270347084297304
957.0,0.2239865449752333
958.0,0.007720842035637484
959.0,0.03147562527451431
960.0,0.030246890665792003
961.0,0.03209619790757207
962.0,0.02239217947793126
963.0,0.007296231502187883
964.0,0.02384420831140491
965.0,0.012488249187533853
966.0,0.010933993227032346
967.0,0.06165809424274469
968.0,0.13304949077888398
969.0,0.01938500648417375
970.0,0.010297826017595763
971.0,0.013487162108056625
972.0,0.05292017242807256
973.0,0.08506545543135684
974.0,0.017477057572585265
975.0,0.014013748753855578
976.0,0.05667733415435723
977.0,0.008686216106383308
978.0,0.028209136621010135
979.0,0.013666684325903037
980.0,0.009119282076770915
981.0,0.004032723635468636
982.0,0.024200248304282513
983.0,0.014131855377907978
984.0,0.025398882967580094
985.0,0.026852676904284348
986.0,0.012481626547915342
987.0,0.0021167321417528448
988.0,0.015131005065343654
989.0,0.008041340103113392
990.0,0.022122800131818537
991.0,0.029642703789718464
992.0,0.0024827193824185595
993.0,0.016316474271137933
994.0,0.04017374605333438
995.0,0.009548038487276124
996.0,0.02762974561615727
997.0,0.010215141899116221
998.0,0.015863715375458862
999.0,0.034260845495145964
1000.0,0.038486554891249566
1001.0,0.03358838109061848
1002.0,0.010112798804672961
1003.0,0.012971543276910979
1004.0,0.046056187438323966
1005.0,0.028024858916702932
1007.0,0.03418971314208537
1008.0,0.010029897739488192
1009.0,0.05795676686318194
1010.0,0.005266513898705095
1011.0,0.010627928220265377
1012.0,0.04047624912739131
1013.0,0.024428698977361146
1014.0,0.04307866689578677
1015.0,0.0186351344130557
1016.0,0.015259051559155332
1017.0,0.08870555735574188
1018.0,0.030172284297114996
1019.0,0.007074698778144229
1020.0,0.03780073118016932
1021.0,0.020484693249528212
1022.0,0.00627794282638056
1023.0,0.010356489046892011
1024.0,0.06010730082902011
1025.0,0.029032386634370567
1026.0,0.0540035048656299
1027.0,0.0080409469523343
1028.0,0.034324286745915436
1029.0,0.11040142855339893
1030.0,0.021180631351067517
1031.0,0.01397072321191624
1032.0,0.059680212766563545
1033.0,0.040735269992116796
1034.0,0.04230537334799091
1035.0,0.03468261483101513
1036.0,0.005940824984276316
1037.0,0.022382608893375254
1038.0,0.05889760470834179
1039.0,0.026869049286673424
1040.0,0.006067137169405679
1041.0,0.09190728338302898
1042.0,0.0256056689918412
1043.0,0.01810495035914495
1044.0,0.02552577614098649
1045.0,0.05690729604223426
1046.0,0.041439212960047725
1047.0,0.17917297749682493
1048.0,0.022072458263448072
1049.0,0.007958797774678058
1050.0,0.015399619862118982
1051.0,0.004026526444723274
1052.0,0.020633595393973445
1053.0,0.03512470653823976
1054.0,0.02588826279636853
1055.0,0.010486704422071589
1056.0,0.004901438741538942
1057.0,0.029075739855212897
1058.0,0.07936911057482798
1059.0,0.08012780351524992
1060.0,0.012046482392332643
1061.0,0.007411578413145738
1062.0,0.024049453172809033
1063.0,0.006759742714431055
1064.0,0.010413372242536025
1065.0,0.016615702736718776
