FOF_Halo_ID,Subhalo_ID,sigma_0_projectx,sigma_3_projectx,sigma_5_projectx,sigma_10_projectx
12241571,7036380,2.6499782343094984,1.2311324598769555,1.2311324598769555,1.1153303499772842
12307120,7066609,973.7155267445263,1.2547227258432627,2.671023237407465,4.227550200477068
12365753,7099341,1386.0218113933104,0.9942026633644402,2.4265191798681034,5.789660945311304
12417474,7133372,3565.975191380203,3639.2566280333535,3639.7396167975553,3639.7396167975553
12469884,7164620,550.1412565391806,10.877484244981153,9.563755297536993,7.376809307195917
12532696,7198395,4.926086695343468,4.200963199301509,2.4278341463586126,2.264961561066927
12583796,7226610,9.473648505105832,3.571754777087725,2.576753066544526,1.3896583953025132
12634279,7259062,263.7756591264588,2.6369398698650484,4.2584452958174435,3.4641936080169122
12691937,7292326,1703.2517689638669,1703.2517689638669,1703.2517689638669,1703.2517689638669
12745892,7326388,533.8917961438385,533.8917961438385,533.8917961438385,10.030175234844325
12797098,7358370,1.0878751370740785,1.0878751370740785,1.0878751370740785,1.2560659669452392
12853020,7390772,1531.1386251956394,1479.9141025675287,1537.582761317323,1536.744388545045
12917382,7420977,162.07395642996318,49.492747263166926,50.75357343770628,48.25591714148109
12977508,7449221,689.4258737244311,688.0259914625905,2.397210440001529,10.354826530340143
13039286,7479583,747.404538797885,1.2065906115175198,1.0444654862854588,4.7015867588696905
13097824,7509022,86.49095300910724,1.2996832702855492,3.6433651206902966,7.261117126912287
13155349,7540474,468.10913306221664,468.10913306221664,468.10913306221664,6.265132198374928
13211163,7568625,154.66104966757993,1.0324973018490948,2.4670828119349872,1.1200183391384142
13265012,7600578,968.2819901700664,6.470246184179586,9.615671129248833,14.28551657338927
