fof_halo_id_99,snap,halo_id_snap,blue_frac_05,blue_frac_10,merger_score_pre,merger_score_post
8714627,72,8949723,0.2261904761904762,0.4246031746031746,0.21948892479080484,0.961001956871239
8790231,72,9025001,0.1859504132231405,0.41735537190082644,2.5719120641903266,2.68073535297983
8874396,72,9106562,0.1111111111111111,0.24074074074074073,1.457998702318194,1.5779683030412601
8943467,72,9190489,0.15584415584415584,0.3246753246753247,2.2966907049496896,1.0745178604810413
9009954,72,9264002,0.12962962962962962,0.3,3.8489639588816007,1.9614759359658183
9083738,72,9339758,0.11693548387096774,0.2862903225806452,2.793307567287889,2.3394449631118635
9158821,72,9413240,0.12025316455696203,0.39556962025316456,4.312431039190457,1.2850597292894648
9229180,72,9479414,0.1574468085106383,0.3617021276595745,2.351993809631594,0.7828021473272875
9298035,72,9549829,0.16666666666666666,0.4270833333333333,1.3934903756604933,3.3134906237298067
9363765,72,9624704,0.14736842105263157,0.3105263157894737,0.8666558287552552,1.1162416593721431
9439759,72,9700509,0.2549019607843137,0.4257703081232493,2.63921079375488,1.4789382786788945
9513551,72,9773848,0.15763546798029557,0.31527093596059114,1.5311269380260604,0.8452891441869022
9574391,72,9840620,0.11483253588516747,0.3062200956937799,0.8683645553082192,2.6135948628097196
9644244,72,9909793,0.14393939393939395,0.3371212121212121,2.4046922493244716,0.3796713163425647
9720881,72,9986896,0.15527950310559005,0.4161490683229814,1.669528294603539,1.2987310787809299
9819553,72,10066409,0.16037735849056603,0.3632075471698113,0.8388276009433582,1.1588217467728164
9890449,72,10137582,0.10218978102189781,0.30656934306569344,1.7182108148281676,0.33418959167687934
9956048,72,10206527,0.14746543778801843,0.31797235023041476,2.363581686745625,2.2288939688014726
10017312,72,10269999,0.24598930481283424,0.4919786096256685,3.417184337442381,1.2813245212202804
10087222,72,10339175,0.1590909090909091,0.32954545454545453,1.4421008638155874,0.6252881095809228
10157377,72,10414178,0.13011152416356878,0.3308550185873606,2.2121740399572762,1.475963621070587
10219640,72,10482589,0.20242914979757085,0.38866396761133604,2.1690737357802488,0.4857220407307792
10293151,72,10553796,0.18859649122807018,0.32894736842105265,3.1169523002832262,0.9297974821155783
10351662,72,10617133,0.12087912087912088,0.3882783882783883,4.27483829741804,3.1104341696500626
10422957,72,10685413,0.1346153846153846,0.38461538461538464,0.2023395884265439,1.1741231471066862
10484363,72,10749446,0.0880503144654088,0.2830188679245283,0.4824915344846694,0.8547522155945291
10545631,72,10818827,0.19704433497536947,0.4187192118226601,1.034256494163711,0.22910730989923
10612178,72,10893637,0.19047619047619047,0.42063492063492064,0.5195035226194271,1.7564322883418955
10672584,72,10956324,0.11724137931034483,0.36551724137931035,3.2662730240889672,1.5029936236005614
10739656,72,11018923,0.12133891213389121,0.3598326359832636,2.0625261455518604,3.6865448132681777
10809596,72,11085725,0.18620689655172415,0.4068965517241379,2.4536922719098713,1.2162545852024378
10886163,72,11155466,0.17105263157894737,0.40350877192982454,3.693796844283777,1.9423497728049082
10943032,72,11216012,0.16444444444444445,0.38222222222222224,1.1069945843289752,1.5938240221569822
11009511,72,11285237,0.20642201834862386,0.4724770642201835,0.9860578598201153,2.9708593659747673
11069985,72,11353051,0.13440860215053763,0.40860215053763443,1.3144978748916736,0.9124795905977714
11128914,72,11414338,0.19469026548672566,0.3938053097345133,1.1382379731772738,1.3640706587737446
11186149,72,11477996,0.24899598393574296,0.46987951807228917,1.5000342797614028,0.9898757029533893
11247535,72,11542690,0.1981981981981982,0.46396396396396394,0.6104358942067105,3.664871306907595
11318647,72,11610944,0.06382978723404255,0.2712765957446808,2.0858478151569244,0.1304597935568932
11375025,72,11668241,0.12195121951219512,0.36097560975609755,1.16473898886558,3.732844009284792
11433807,72,11727725,0.2426470588235294,0.4338235294117647,0.1382379731772739,0.39137938067067946
11484512,72,11782479,0.16363636363636364,0.3515151515151515,3.54292255302265,1.9951986924184668
11543591,72,11839680,0.2692307692307692,0.5384615384615384,0.0,2.4619058626670647
11603245,72,11904146,0.1853932584269663,0.4157303370786517,0.5195035226194271,1.7363608177164824
11659115,72,11961132,0.1736111111111111,0.3472222222222222,1.7486091274226,0.511494171190042
11713845,72,12019711,0.15384615384615385,0.3916083916083916,1.193778998829981,1.75861872983538
11767506,72,12077754,0.3403361344537815,0.6302521008403361,0.6694931642464036,0.32508331638362853
11823213,72,12141021,0.08695652173913043,0.24456521739130435,2.198980654812076,0.44349978350892094
11876224,72,12194471,0.12727272727272726,0.35909090909090907,1.9430970813667499,2.406776489745588
11929315,72,12249113,0.19285714285714287,0.45714285714285713,0.4485699926460691,0.5314895583517745
11988351,72,12308686,0.25,0.47619047619047616,1.7929058906347959,1.628429948172002
12045847,72,12368979,0.17142857142857143,0.34285714285714286,0.5742076973352286,0.2573995260177938
12109947,72,12433169,0.18840579710144928,0.42995169082125606,1.8200884164598894,0.649834535059667
12169414,72,12492455,0.19021739130434784,0.33695652173913043,0.1486784625569716,2.3690719425148723
12224103,72,12550084,0.20588235294117646,0.47058823529411764,1.0,1.648780122814566
12274768,72,12607483,0.19243986254295534,0.41924398625429554,1.1282489882114732,1.2578051808493074
12334208,72,12668252,0.08267716535433071,0.25984251968503935,2.2546211614821687,0.0
12381782,72,12718496,0.17708333333333334,0.375,0.41745579617592227,1.1586862950348384
12432056,72,12771904,0.1,0.36666666666666664,0.9578492556358896,0.11006027146406494
12485362,72,12829514,0.25925925925925924,0.4691358024691358,0.16017547294597714,2.9378161627175294
12534413,72,12885026,0.272,0.48,0.6393014612124055,1.3634275547504184
12582631,72,12936950,0.21138211382113822,0.4146341463414634,0.49262277671428334,0.19462352282673545
12632860,72,12993748,0.189873417721519,0.4050632911392405,0.525859046899009,1.4358296124368333
12698185,72,13056787,0.10810810810810811,0.35135135135135137,1.8179085589168609,1.883943943346456
12755885,72,13116895,0.22395833333333334,0.4739583333333333,0.9672642127214764,2.9332318224341885
12816749,72,13178984,0.0945945945945946,0.33783783783783783,1.4660815893934855,1.6542061005821234
12871237,72,13231006,0.175,0.39375,2.616438174613021,0.16498036913059178
12925049,72,13289435,0.22842639593908629,0.5177664974619289,0.6426670074306465,2.418454821268431
12981983,72,13350523,0.16326530612244897,0.3979591836734694,1.0475166698865548,0.1395660688501439
13035077,72,13403167,0.1781609195402299,0.4367816091954023,3.375538293564991,1.264299559630484
13083432,72,13455040,0.21212121212121213,0.5227272727272727,0.650909581072613,1.3683561721410644
13133868,72,13511274,0.2,0.39090909090909093,1.141453007590012,1.286901422784934
13176044,72,13560628,0.23595505617977527,0.47191011235955055,0.0,0.43564202122331586
13231280,72,13618069,0.1906779661016949,0.4364406779661017,2.1016922048600004,0.915424177766039
13291544,72,13672481,0.22641509433962265,0.41037735849056606,0.525859046899009,1.6270689828952818
13341116,72,13723998,0.2624113475177305,0.49645390070921985,1.0475166698865548,2.86653034744732
13388143,72,13773701,0.19767441860465115,0.37790697674418605,0.1103512551614031,1.2850597292894643
13432142,72,13822674,0.20670391061452514,0.41899441340782123,1.4065874069995083,1.3874616747676867
13479426,72,13872082,0.14049586776859505,0.3305785123966942,2.3871945356816195,0.29607595237317197
13532711,72,13923939,0.14615384615384616,0.3230769230769231,1.11165368275396,0.0
13581051,72,13977566,0.15,0.4,2.568549088159471,0.4172065240713101
13634459,72,14025806,0.18238993710691823,0.44654088050314467,0.30250380427421625,2.154544597774928
13686751,72,14079945,0.2529411764705882,0.48823529411764705,0.27702441024123076,1.9221842427247617
13737849,72,14134051,0.3291139240506329,0.6075949367088608,0.0,0.8601658185649048
13792287,72,14191236,0.3223684210526316,0.6118421052631579,0.0,1.806369729926373
13845328,72,14245531,0.12903225806451613,0.3032258064516129,1.7161150053441143,0.5314895583517747
13886810,72,14286681,0.16666666666666666,0.28888888888888886,0.7837182713935714,0.9220090340188621
13927129,72,14333708,0.11403508771929824,0.3684210526315789,1.816597379846856,0.6327854515008555
13988217,72,14392261,0.13380281690140844,0.3591549295774648,0.4824915344846694,0.29607595237317197
14038844,72,14449872,0.16981132075471697,0.4056603773584906,1.1595829154892372,1.122011436658235
14084296,72,14500397,0.27611940298507465,0.5,2.252729660849825,0.44349978350892094
14128437,72,14544341,0.22702702702702704,0.4756756756756757,2.198920015543269,0.4437982571112036
14179019,72,14596869,0.19858156028368795,0.44680851063829785,1.266209805878241,1.4247961737719637
14219518,72,14642699,0.21052631578947367,0.49473684210526314,0.87766031496557,0.8669427307041286
14258311,72,14689209,0.35858585858585856,0.6161616161616161,0.3543848035370094,1.192082831388173
14300805,72,14734734,0.1386861313868613,0.34306569343065696,2.2583255724382623,1.1824350648537618
14346919,72,14781744,0.23780487804878048,0.5,0.4824915344846694,2.9228736424726396
14397702,72,14832086,0.08783783783783784,0.34459459459459457,2.8709797695625374,0.7407315680165558
14441698,72,14876768,0.11538461538461539,0.38461538461538464,1.0314243931232514,2.1532554402675945
14486018,72,14924185,0.19767441860465115,0.36046511627906974,1.2335653314049548,0.7874412362127361
14528100,72,14971056,0.1724137931034483,0.3563218390804598,0.6450518379064406,0.5466634304025982
14579813,72,15021905,0.25961538461538464,0.47115384615384615,0.0,2.0763932211666782
14623683,72,15070137,0.1414141414141414,0.3939393939393939,1.2928674638792474,0.16498036913059155
14664682,72,15116148,0.12307692307692308,0.4256410256410256,1.1875581682559668,2.2930201554691845
14718371,72,15165982,0.17682926829268292,0.3902439024390244,1.0529714013287652,0.9714440814615584
14760358,72,15208950,0.192090395480226,0.3728813559322034,2.3971697952478688,0.5838705684802061
14814156,72,15261971,0.20261437908496732,0.45098039215686275,1.0937112199546557,1.7620333249058082
14859514,72,15307685,0.13768115942028986,0.32608695652173914,2.126878499097329,0.3472015125981245
14900038,72,15350280,0.18471337579617833,0.42038216560509556,0.7239972114140897,0.8731801515351502
14940417,72,15394519,0.2019704433497537,0.47783251231527096,1.0493924862983874,1.0899483999345323
14985016,72,15438642,0.1574074074074074,0.4074074074074074,0.35075601773808895,0.29607595237317186
15031462,72,15483389,0.2564102564102564,0.46153846153846156,0.738992447410232,2.6613209050898314
15087132,72,15533625,0.1111111111111111,0.345679012345679,2.304243415668319,0.22910730989923023
15125179,72,15575953,0.2847682119205298,0.46357615894039733,0.7837182713935714,0.564089866191733
15172951,72,15622629,0.15789473684210525,0.3684210526315789,0.9210731379618483,0.5302421962558105
15214679,72,15665806,0.21428571428571427,0.4226190476190476,1.0147939633213896,0.8307993765520278
15264704,72,15715167,0.12195121951219512,0.3902439024390244,0.0,0.1543392276517765
15304907,72,15756771,0.10476190476190476,0.2761904761904762,0.1103512551614031,0.41720652407131
15348580,72,15804780,0.272,0.48,0.19058054479211184,0.33656037111930925
15386285,72,15848301,0.2046783625730994,0.3742690058479532,0.16017547294597714,1.098314004663747
15428207,72,15892893,0.22340425531914893,0.4148936170212766,0.3798993220519839,1.3018452964978577
15465516,72,15934864,0.16428571428571428,0.35714285714285715,0.0,0.5756211119586804
15500142,72,15975251,0.1619718309859155,0.3591549295774648,0.9222154273840877,0.34651380205945026
15543062,72,16016518,0.14925373134328357,0.43283582089552236,1.4406068792047972,0.528734945526983
15586138,72,16060671,0.36585365853658536,0.6585365853658537,1.3543848035370094,0.8765468461861179
15620242,72,16098762,0.11538461538461539,0.2692307692307692,0.0,1.8515934908305032
15668851,72,16143906,0.18867924528301888,0.44339622641509435,1.177245018416128,0.0
15708936,72,16185678,0.1926605504587156,0.44036697247706424,1.2235769422360645,0.8816471762418205
15746111,72,16227983,0.39299610894941633,0.6575875486381323,0.0,0.6891693946487971
15789938,72,16272745,0.21008403361344538,0.4369747899159664,0.8512321075764593,1.953023420000426
15834634,72,16318203,0.23770491803278687,0.4344262295081967,0.8512321075764593,2.4504758954652193
15876167,72,16360650,0.23076923076923078,0.4307692307692308,0.0,0.3254727532509937
15916351,72,16401087,0.2857142857142857,0.4897959183673469,0.0,1.275990519442294
15955034,72,16443784,0.1702127659574468,0.4326241134751773,0.30250380427421625,0.6931261238231297
15989514,72,16480707,0.18354430379746836,0.41139240506329117,1.7728622213682521,0.5640898661917331
16033074,72,16520582,0.32941176470588235,0.5058823529411764,0.0,0.7106826618179722
16065958,72,16561018,0.13978494623655913,0.3763440860215054,1.0032071961843763,1.3022131618962882
16103108,72,16598916,0.26153846153846155,0.5384615384615384,1.1519846987310731,0.6125538474502368
16137289,72,16637848,0.17777777777777778,0.34814814814814815,0.5742076973352286,0.0
16171546,72,16674383,0.2987012987012987,0.5324675324675324,1.0,1.518017643989963
16207140,72,16712968,0.1623931623931624,0.38461538461538464,1.1484153946704572,0.9201786328292663
16242314,72,16748802,0.17647058823529413,0.36470588235294116,0.21948892479080484,1.3774023080417455
16276166,72,16782572,0.20930232558139536,0.5038759689922481,0.0,2.467110143278403
16311240,72,16819168,0.2824858757062147,0.5310734463276836,0.9210731379618483,1.621901430296417
16348359,72,16855757,0.25,0.4666666666666667,0.7239972114140897,0.35058033648502296
16376258,72,16888675,0.17518248175182483,0.45255474452554745,1.62438897689519,0.0
16420527,72,16925977,0.12195121951219512,0.34146341463414637,2.439772584959441,0.19462352282673567
16460046,72,16960515,0.16783216783216784,0.34265734265734266,1.223541984728865,1.6065742886131642
16493902,72,16997562,0.25133689839572193,0.45989304812834225,1.7702794207130375,1.8403572656585323
16529449,72,17029898,0.1956521739130435,0.4891304347826087,1.2754579414988578,0.21469094721197335
16561645,72,17064081,0.16666666666666666,0.3055555555555556,0.821989758570352,0.3595671034561234
16596897,72,17100952,0.2079207920792079,0.43564356435643564,1.7343831702812058,1.5548172821450028
16634007,72,17138679,0.2631578947368421,0.5157894736842106,0.0,0.4570010385309449
16665012,72,17172557,0.13636363636363635,0.4,0.6922656273055159,0.5453645656576711
16699050,72,17205707,0.3157894736842105,0.6390977443609023,0.6694931642464036,1.2582424646799955
16731208,72,17240739,0.25,0.3793103448275862,1.3543848035370094,0.9815588320262179
16762704,72,17274725,0.22988505747126436,0.5057471264367817,0.16017547294597714,0.9176246579973376
16796850,72,17311505,0.22666666666666666,0.44,1.1517100870254053,1.373154863805975
16831490,72,17344856,0.11842105263157894,0.3157894736842105,0.1486784625569716,0.1822211434675327
16860243,72,17375192,0.2318840579710145,0.5217391304347826,0.7239972114140897,0.9191934060828434
16892124,72,17412713,0.4727272727272727,0.7636363636363637,0.0,0.7396900258284289
16921354,72,17446625,0.1134020618556701,0.3917525773195876,0.3543848035370094,0.0
16951023,72,17479597,0.30158730158730157,0.5396825396825397,0.28320517203840706,0.27784094128203435
16976876,72,17510193,0.29464285714285715,0.5982142857142857,0.0,2.292900240577887
17008669,72,17544610,0.18461538461538463,0.38461538461538464,0.0,0.9537787465202069
17037164,72,17578991,0.15873015873015872,0.3888888888888889,0.6083085071836744,0.3940876790298219
17068674,72,17615455,0.43617021276595747,0.723404255319149,1.0,0.0
17098902,72,17649023,0.1559633027522936,0.3119266055045872,0.5181372952292578,0.44379825711120346
17129688,72,17680913,0.23636363636363636,0.43636363636363634,0.0,0.13045979355689316
17164637,72,17716380,0.3161764705882353,0.5294117647058824,0.2023395884265439,1.9867081724200004
17195160,72,17748232,0.1694915254237288,0.3389830508474576,1.1519846987310731,0.9201786328292658
17222002,72,17774720,0.19718309859154928,0.352112676056338,0.7765472857617725,0.1822211434675327
17250499,72,17803598,0.2840909090909091,0.6136363636363636,0.0,0.733658203592077
17283893,72,17834984,0.24778761061946902,0.39823008849557523,0.5195035226194271,0.9018491857624522
17315353,72,17869384,0.3333333333333333,0.6222222222222222,0.0,1.0611743952458021
17352215,72,17907690,0.2,0.391304347826087,0.6197116231098715,0.0
17382530,72,17937572,0.2748091603053435,0.4351145038167939,0.2023395884265439,0.5830658523590646
17411815,72,17967003,0.2033898305084746,0.4915254237288136,0.0,0.6727418758632221
17440255,72,17996524,0.06060606060606061,0.24242424242424243,0.0,0.0
17469179,72,18027386,0.26436781609195403,0.4827586206896552,0.27702441024123076,0.1946235228267354
17503683,72,18061290,0.24271844660194175,0.4368932038834951,0.9210731379618483,0.5612047492714237
17534833,72,18092633,0.20967741935483872,0.4838709677419355,0.0,1.915133460175345
17560743,72,18119881,0.25,0.4523809523809524,0.7837182713935714,0.38038419652707944
17589327,72,18148875,0.14285714285714285,0.2976190476190476,0.8492062827511891,0.0
17613539,72,18174496,0.05,0.35,0.19058054479211184,0.0
17645096,72,18204608,0.17886178861788618,0.4878048780487805,0.9080029417737926,0.0
17672515,72,18232791,0.20202020202020202,0.5050505050505051,1.9218213463241522,0.0
17704708,72,18261767,0.18811881188118812,0.40594059405940597,0.19058054479211184,0.44282131041262596
17735014,72,18294187,0.1951219512195122,0.3902439024390244,0.21948892479080484,0.11006027146406488
17759338,72,18320822,0.1076923076923077,0.25384615384615383,0.30250380427421625,1.051845173387047
17784892,72,18347795,0.38392857142857145,0.5446428571428571,0.0,0.564089866191733
17812828,72,18376464,0.2459016393442623,0.5245901639344263,0.0,0.34651380205945026
17838922,72,18403979,0.21153846153846154,0.3173076923076923,0.49691092087959565,0.5314895583517745
17869429,72,18434549,0.2777777777777778,0.5444444444444444,0.9210731379618483,0.4565740735235152
17902774,72,18468556,0.14473684210526316,0.2631578947368421,0.0,0.1100602714640649
17927695,72,18495576,0.20987654320987653,0.4074074074074074,0.0,0.95522039107774
17950429,72,18522420,0.3050847457627119,0.6949152542372882,0.0,1.2086521585973942
17983895,72,18554350,0.1619047619047619,0.4095238095238095,0.4824915344846694,1.639109925780934
18007868,72,18580486,0.3870967741935484,0.6451612903225806,0.9210731379618483,0.5739595770658138
18031884,72,18605332,0.2288135593220339,0.4576271186440678,2.352431881546029,0.0
18057470,72,18631695,0.19767441860465115,0.43023255813953487,0.6824031263262001,0.15433922765177643
18083780,72,18658887,0.2717391304347826,0.5652173913043478,0.32351945847246505,0.3803841965270795
18115595,72,18688565,0.2823529411764706,0.611764705882353,0.0,1.0455984310647393
18143062,72,18716016,0.1348314606741573,0.43820224719101125,0.5903097130529262,0.11783345716764981
18168907,72,18741324,0.32978723404255317,0.6063829787234043,0.0,0.7931971760909631
18193714,72,18767885,0.13186813186813187,0.2857142857142857,1.3389863284928072,0.0
18215742,72,18788930,0.3238095238095238,0.5714285714285714,0.0,0.8752487475864332
18235846,72,18814111,0.16161616161616163,0.40404040404040403,0.4824915344846694,0.22910730989923012
18259461,72,18840597,0.25,0.53125,0.8492062827511891,0.29607595237317186
18285440,72,18867677,0.16455696202531644,0.4936708860759494,0.0,0.4815085648730063
18305929,72,18891247,0.12121212121212122,0.29292929292929293,1.0682816157559407,0.0
18326474,72,18911568,0.30392156862745096,0.4215686274509804,0.0,0.9601114025667308
18351627,72,18937702,0.41228070175438597,0.631578947368421,0.0,0.37684466629426816
18373383,72,18962263,0.31746031746031744,0.49206349206349204,0.5742076973352286,1.5329958921507623
18399944,72,18988721,0.32967032967032966,0.5494505494505495,0.0,0.5340105439943414
18421126,72,19012403,0.19,0.36,0.0,0.0
18445260,72,19034527,0.1625,0.4125,0.0,0.30468379429080034
18464818,72,19057454,0.32954545454545453,0.5681818181818182,0.0,0.7058569497780731
18491313,72,19083277,0.16666666666666666,0.46875,0.5195035226194271,0.7336582035920771
18512862,72,19105649,0.23863636363636365,0.42045454545454547,1.0,0.0
18539098,72,19128575,0.31313131313131315,0.6666666666666666,0.0,1.1072821951136094
18558842,72,19148906,0.18461538461538463,0.3230769230769231,0.0,1.2692772986314742
18579555,72,19170809,0.09782608695652174,0.30434782608695654,0.7239972114140897,0.0
18602073,72,19193120,0.2727272727272727,0.4772727272727273,1.0493924862983874,0.8459127496899708
18624090,72,19213663,0.3246753246753247,0.5714285714285714,0.23850977752738897,0.11006027146406491
18643420,72,19235894,0.25,0.5208333333333334,0.0,0.22910730989923014
18663609,72,19258301,0.14814814814814814,0.3333333333333333,0.0,0.0
18685064,72,19279130,0.36792452830188677,0.6320754716981132,0.0,1.1148021556560015
18706787,72,19300454,0.3125,0.5625,0.41745579617592227,0.6945496597486263
18727320,72,19321728,0.25396825396825395,0.47619047619047616,0.0,2.9752268456997712
18750520,72,19342134,0.19230769230769232,0.5769230769230769,0.0,0.308678455303553
18771334,72,19363428,0.10810810810810811,0.28378378378378377,0.9550085196237991,0.0
18788090,72,19381679,0.1518987341772152,0.4177215189873418,1.3455796581006583,0.0
18809506,72,19405422,0.2962962962962963,0.49382716049382713,0.7239972114140897,0.0
18827654,72,19424281,0.29577464788732394,0.676056338028169,1.5732034941652788,0.2524012549737762
18851017,72,19447280,0.08450704225352113,0.38028169014084506,0.23850977752738897,0.0
