tau,mse_test,mse_train,R2_test,R2_train,n_samples
0.1,0.149982584081115,0.12711600832004138,0.060708772421761314,0.09494006058529147,4917.0
0.2,0.19331428042728457,0.1371775391644014,0.06884473351153386,0.23629450628171533,4917.0
0.3,0.22883714169168254,0.18915616653357098,0.13239861631970362,0.18069737140034647,4917.0
0.4,0.2667880173747213,0.22428858858164605,0.17347783176145604,0.22309504714717698,4917.0
0.5,0.3031234996337696,0.20037590661189092,0.21085875377900276,0.42905407342027135,4917.0
0.6,0.34474766596724943,0.13996337304568846,0.23039624353593902,0.6640547040323632,4917.0
0.7,0.3730693411659616,0.15111184189023574,0.27488150734435157,0.6885512569863046,4917.0
0.7999999999999999,0.4016238141805623,0.18605279574083583,0.3121021946008512,0.6655991236429015,4917.0
0.8999999999999999,0.4145871038655289,0.2506675242887771,0.36802853303905814,0.6021304108481726,4917.0
0.9999999999999999,0.43524406763310175,0.26751311101930736,0.4045876636285597,0.6210933352546799,4917.0
1.0999999999999999,0.4629375749980482,0.2851563197515452,0.4275412831051304,0.6363860083503696,4917.0
1.2,0.48964810200471937,0.30411999077165025,0.4491937215101034,0.6482309069505563,4917.0
1.3,0.5089122675942399,0.3262682281626738,0.4762674947262797,0.6554073621621554,4917.0
1.4,0.5355656292527092,0.3383786817336114,0.4931856768124748,0.6717674207566302,4917.0
1.5,0.561925411701421,0.35984272553460467,0.5087501223630524,0.6777468307759891,4917.0
1.5999999999999999,0.6185019269930735,0.26607546652932407,0.49834928118577015,0.7789807837975351,4917.0
1.7,0.6392170554284317,0.2796530891104276,0.5171094551888918,0.7836121198177929,4917.0
1.8,0.6608748602083432,0.29564095010010033,0.5333024716448924,0.7860790487448226,4917.0
1.9,0.6936886855900164,0.1861920467855448,0.5405271491052208,0.873563027795158,4917.0
2.0,0.7208918755787049,0.31863837730745553,0.5507311530365796,0.7962663345956587,4917.0
2.0999999999999996,0.7516227827938793,0.33298588786327965,0.5579741168694967,0.7989229302416672,4917.0
2.1999999999999997,0.7793789488068231,0.3457083842973636,0.5662937386966245,0.8022833781193703,4917.0
2.3,0.7919409513430101,0.49220128227036286,0.5819281869235433,0.7326925056510305,4917.0
2.4,0.8135496605344636,0.5045125241083086,0.5915908993334043,0.73918272133665,4917.0
2.5,0.8395447767620959,0.5228965335675926,0.598314142909466,0.7420909818009335,4917.0
2.6,0.8594281643612138,0.5380723072332315,0.6072624054380672,0.7462513213918245,4917.0
2.6999999999999997,0.8813601445587002,0.5530535900256137,0.6145565873738659,0.750132411572638,4917.0
2.8,0.9123259204891452,0.568754105203187,0.6174529136610916,0.7533619971491103,4917.0
2.9,0.9298260541754994,0.41723168657103515,0.6255184131002351,0.826032155779694,4917.0
3.0,0.9585305784013977,0.8177160358240997,0.6285922120415459,0.6716264474747213,4917.0
3.0999999999999996,0.9833065487643734,0.8789356240385207,0.6328598436851448,0.6595352993447334,4917.0
3.1999999999999997,1.0082378590260825,0.8974130132600843,0.6367149160929695,0.6641904679018538,4917.0
3.3,1.0346914178215467,0.9194743256907079,0.6397157138980628,0.6671673770610431,4917.0
3.4,1.0596979344344524,0.9395063587112961,0.6429395436285719,0.6705891091257383,4917.0
3.5,1.0752913936023454,0.9168181713267042,0.6489608994580349,0.6882485856058622,4917.0
3.5999999999999996,1.0734115431505338,0.8378825065126456,0.6600767277841427,0.7233687319007582,4917.0
3.6999999999999997,1.114506236592214,0.9928063565142009,0.6572549579961732,0.6813936412997441,4917.0
3.8,1.1479554811243933,0.9071956234122707,0.6567968310677872,0.7167198644487822,4917.0
3.9,1.1688628702296358,1.074877793249107,0.6599308024374171,0.6730890324438308,4917.0
4.0,1.186432078555505,1.0486339079808744,0.6637657767173468,0.689073733484501,4917.0
