tau,mse_test,mse_train,R2_test,R2_train,n_samples
0.1,0.008090570693005698,0.007231054117522009,0.028923934851664668,0.06184209376854777,4917.0
0.2,0.04105474703163931,0.03610037675676217,0.055637814370514405,0.10905881671011097,4917.0
0.3,0.07933803441046672,0.0754875206645434,0.11101878569826007,0.13857453679279907,4566.0
0.4,0.12279197437080835,0.11499429552150865,0.14250517294346243,0.16434260440990722,4566.0
0.5,0.1690957433735174,0.0962646337942501,0.15969736717612848,0.4939877184871474,4566.0
0.6,0.19240219024227964,0.16607185795948062,0.18219000828598364,0.3544545588370316,4215.0
0.7,0.23107726563063224,0.21748495611843316,0.20919528558106038,0.3121144646159829,4215.0
0.7999999999999999,0.2699784629622046,0.2511802618519182,0.23028448267917456,0.33121246746519684,4215.0
0.8999999999999999,0.3087785207012449,0.23093250062520326,0.24731317870851433,0.4693388167600846,4215.0
0.9999999999999999,0.3895065352399257,0.14277063052654873,0.2727131191283034,0.7083630750589649,3864.0
1.0999999999999999,0.43153491399621535,0.15532955607841437,0.28102306699606494,0.7174313425648573,3864.0
1.2,0.4739982357740138,0.16737521128424612,0.28649091654759207,0.725374679066181,3864.0
1.3,0.48984765827814436,0.30681667189185535,0.33422090995012776,0.5488589482634025,3514.0
1.4,0.5210081823503131,0.2608222663657349,0.34577952823050984,0.6481745923438246,3514.0
1.5,0.5432387327363526,0.3480975159430095,0.36523905392580647,0.5658425096042661,3514.0
1.5999999999999999,0.5245040377066131,0.4730055350330149,0.41454818623146295,0.4569689231833304,3163.0
1.7,0.5572500496786573,0.4836595315143788,0.42018213125038706,0.47974111466050706,3163.0
1.8,0.5878067070687335,0.5087514554304983,0.42658121968381857,0.48462061684693325,3163.0
1.9,0.6240149576977039,0.41599669985378374,0.4263741156843105,0.6013298941914993,3163.0
2.0,0.7386863901777495,0.4523269011845773,0.4227918445752271,0.5844369271281693,2811.0
2.0999999999999996,0.7694843546778982,0.5041867367610725,0.42696902899695666,0.5592230856783355,2811.0
2.1999999999999997,0.8121345897366056,0.46742385145202103,0.42166071546418993,0.6098570251282543,2811.0
2.3,0.7520012917639758,0.6153001656296394,0.4485637034470292,0.5239638933143416,2459.0
2.4,0.7793487997389842,0.6360614467045882,0.4517626754309437,0.5276841690904523,2459.0
2.5,0.8060768291800101,0.6586961919538104,0.45462943374257736,0.5293593610112202,2459.0
2.6,0.9118578649903348,0.3787298384654139,0.3980663775278014,0.7439107981019912,2107.0
2.6999999999999997,0.9054557978351917,0.47405838674433826,0.4220422817359675,0.6905354831225109,2107.0
2.8,0.9752547322413345,0.4394945652958663,0.3969371568234463,0.7224712432568614,2107.0
2.9,0.9751205864168635,0.7685370129159258,0.47628363915311533,0.5269465017560386,1755.0
3.0,0.9974936516332079,0.7787750502838627,0.47983097073587566,0.5348485625566555,1755.0
3.0999999999999996,1.0306266839768132,0.8102546494216964,0.47735935190264667,0.5296616773874434,1755.0
3.1999999999999997,1.0554437399492644,0.8303506588125554,0.47877639637770364,0.5308874303897615,1755.0
3.3,1.016398132210928,0.47541795684469923,0.4662810168928243,0.7547078977695482,1404.0
3.4,1.040966581172349,0.4897722420978047,0.4669290647824125,0.7534406749570268,1404.0
3.5,1.0627264314324691,0.49426605076221064,0.4686613066624521,0.7569437131577149,1404.0
3.5999999999999996,1.14917888503835,0.8884756841023899,0.5081248928764956,0.571540490844164,1053.0
3.6999999999999997,1.1703950399888312,0.9072498584236784,0.5097986909822656,0.571933688836572,1053.0
3.8,1.2013417928938461,0.9650775234300174,0.5071698665021617,0.5540592118097651,1053.0
3.9,1.359382408092343,1.0138735917389226,0.5567795477847717,0.5410704887445006,703.0
4.0,1.3982088097151077,1.037685302548093,0.5534123766466574,0.5390793255537524,703.0
