tau,mse_test,mse_train,R2_test,R2_train,n_samples
0.1,0.00811984238406454,0.007312168857042404,0.025410580892810897,0.051318256862312395,4917.0
0.2,0.04127416574036677,0.03686883116404116,0.05059063356138238,0.09009370497350766,4917.0
0.3,0.08095745438006001,0.07852862772845179,0.09287321476584476,0.10387095879569497,4566.0
0.4,0.12620308947811476,0.119620943556988,0.11868428746623505,0.13072100057202352,4566.0
0.5,0.17250079751520356,0.16055631177316232,0.14277632645042326,0.15604036052044457,4566.0
0.6,0.20088897523084867,0.19738346616356525,0.1461167309888779,0.23274178835330783,4215.0
0.7,0.24223600487495747,0.23781754781311654,0.17100726402341637,0.24780428899158047,4215.0
0.7999999999999999,0.2835580356648767,0.27683653820699,0.191568772866069,0.2629005800938269,4215.0
0.8999999999999999,0.32331812973369395,0.3142362017116517,0.21187103694100595,0.2779147406031125,4215.0
0.9999999999999999,0.41971013014463426,0.35878058414775577,0.21631694514414457,0.267120514187666,3864.0
1.0999999999999999,0.46278989949384314,0.3965061588882058,0.22894938098519457,0.27869353514893913,3864.0
1.2,0.5050054147819724,0.432841382389641,0.2398158401345204,0.2898040119553753,3864.0
1.3,0.5400090767956663,0.20552762468817237,0.26604374708770284,0.6977936427280302,3514.0
1.4,0.5739098216400085,0.2205792896918874,0.27935190466160886,0.7024586911320805,3514.0
1.5,0.6248659743470262,0.4013705004157201,0.2698596525911001,0.4993988718727358,3514.0
1.5999999999999999,0.6087052930437535,0.5581243389309652,0.3205626797055996,0.35924880721296504,3163.0
1.7,0.6477472798008667,0.5901798502751827,0.3260198945175935,0.3651602190230647,3163.0
1.8,0.6832084671408652,0.6126702068289491,0.33351463802914205,0.37934802957059643,3163.0
1.9,0.7195783808806874,0.6518184609359813,0.3385274183329803,0.37533029737827583,3163.0
2.0,0.8058612211196508,0.5598794369252837,0.3703015580686412,0.4856259518567093,2811.0
2.0999999999999996,0.8402527561550578,0.5841432845856909,0.37426817085960695,0.48932239638938047,2811.0
2.1999999999999997,0.8747656474947807,0.6070246017059197,0.37705973233732704,0.4933369720133052,2811.0
2.3,0.8031556052394256,0.6775137139142035,0.4110526705744084,0.475831458182981,2459.0
2.4,0.8348694362586885,0.7010869763019405,0.41270636940451755,0.4793986029690851,2459.0
2.5,0.8608108461259945,0.7255948771397461,0.417597824924668,0.4815600260097118,2459.0
2.6,1.0464871698025,0.5294220636228023,0.3091951748460552,0.6420158646867706,2107.0
2.6999999999999997,1.0730696812285345,0.5440268170584572,0.31505336209240176,0.6448602095923064,2107.0
2.8,1.106612515169333,0.556593652982836,0.31571017537228196,0.648526382983919,2107.0
2.9,1.1372100645008025,0.6765961021664731,0.3892288555948883,0.5835384013403496,1755.0
3.0,1.146626383005182,0.7483570120322417,0.402061826057858,0.5530168310595959,1755.0
3.0999999999999996,1.192127197110676,0.714480730271552,0.3954608971424397,0.5852567233588062,1755.0
3.1999999999999997,1.2297672226781446,0.7263486123541308,0.39268794805519636,0.5896441336464378,1755.0
3.3,1.207633561491897,0.22380295511625864,0.3658617268377715,0.8845287676759183,1404.0
3.4,1.2366567608414027,0.2286769132916114,0.3667176372728017,0.884880316710903,1404.0
3.5,1.2738845317706657,0.22588571066107221,0.3630871289598194,0.8889202647049199,1404.0
3.5999999999999996,1.4727790357390986,1.0617842670109,0.3696165536932525,0.48796396568524214,1053.0
3.6999999999999997,1.5056766617031168,1.0861735269708173,0.3693713273670711,0.4875124083440331,1053.0
3.8,1.5344574671363351,1.1078362256388405,0.37051480032678985,0.48809360113244427,1053.0
3.9,1.6913688013306958,1.0183035497799466,0.4485368940145973,0.5390652698540839,703.0
4.0,1.7275032215728665,1.0373223632539634,0.44823580519803574,0.5392405364948947,703.0
