g_all,g_all_specz,u_all,u_all_specz,ug_all,ug_all_specz
21.29758725351865,17.865099085870323,22.442065740406186,19.32867416958175,1.144478486887536,1.4635750837114259
18.82988259240435,18.51910879007224,19.910696876712592,20.121210042931576,1.080814284308243,1.6021012528593346
19.270701898554087,16.933247104268645,20.87618126994987,18.72702394873783,1.6054793713957842,1.7937768444691855
20.94101832453271,17.832284826510925,22.43308418674218,19.425695625919147,1.492065862209472,1.5934107994082218
21.45800046063633,17.790714425846588,22.164828358033283,19.47283795484257,0.706827897396952,1.6821235289959837
17.57004506522949,17.086430465794432,19.286134022854803,18.57744226068247,1.7160889576253133,1.4910117948880384
20.58177834292114,17.28063473337792,22.217771233707445,18.6769541398745,1.635992890786305,1.3963194064965805
20.922839573762776,17.901184248521005,21.20691292226465,19.44382407260002,0.2840733485018738,1.5426398240790142
19.70151771765933,18.21804600501412,21.245342453753736,19.868408393042397,1.5438247360944075,1.6503623880282774
19.50473011276604,17.613471541926632,20.39056050774588,19.272792048341547,0.8858303949798412,1.6593205064149146
21.83353657923944,17.60625473407988,22.73464869685164,19.422206491513837,0.9011121176122003,1.8159517574339574
20.217973817302543,18.82988259240435,21.29095810434332,19.910696876712592,1.0729842870407786,1.080814284308243
21.164397913385308,18.02785531210872,22.102640374006093,19.026308806008,0.9382424606207849,0.9984534938992802
18.76978699750402,16.912784745930583,20.288645115752328,18.65498288260169,1.518858118248307,1.7421981366711066
19.834961797888027,17.936453580422477,20.65946737050509,19.60851088509412,0.8245055726170634,1.6720573046716432
19.48767892153218,16.865775268006292,21.15538515424385,18.596493446696357,1.6677062327116694,1.730718178690065
18.21804600501412,17.31438293010724,19.868408393042397,19.05713151096764,1.6503623880282774,1.7427485808604004
21.455965870555225,17.863316847568147,22.71720772879015,19.568384854665343,1.261241858234925,1.7050680070971964
17.832284826510925,18.309716555481444,19.425695625919147,19.990134248503487,1.5934107994082218,1.6804176930220436
21.518741376248087,17.65605555914665,22.324274793823022,19.371921389221853,0.8055334175749351,1.7158658300752023
22.165618534765027,17.245149222430594,22.83115195808369,18.30662221036456,0.6655334233186636,1.0614729879339642
17.613471541926632,17.028730977352076,19.272792048341547,18.28786097717748,1.6593205064149146,1.2591299998254044
17.83888903735719,17.012153023080508,19.331195717358003,18.703505819537146,1.4923066800008122,1.6913527964566377
19.49274895072099,16.933247104268645,20.95780817069874,18.72702394873783,1.46505921997775,1.7937768444691855
19.15020789874344,16.992750298013597,20.74575552027529,18.57232240313326,1.5955476215318498,1.579572105119663
19.8192927525857,17.673865549876236,21.34359417516453,19.31442548761946,1.52430142257883,1.6405599377432232
18.309716555481444,18.08784742245321,19.990134248503487,19.655690488008982,1.6804176930220436,1.567843065555774
21.12886338955186,17.132916888203788,22.09637904304116,18.745889756464766,0.9675156534893006,1.6129728682609787
18.9140578004959,19.058285617640703,20.574815121412524,20.39436520367675,1.6607573209166233,1.3360795860360462
18.80777235369828,18.48139174194258,20.485705733472365,20.013451782315187,1.6779333797740854,1.5320600403726061
20.930269812603687,16.955414833150616,22.433343747748108,18.46803907850509,1.5030739351444211,1.5126242453544734
16.865775268006292,17.543336036500175,18.596493446696357,19.106754245097544,1.730718178690065,1.5634182085973691
21.837206244343392,17.63179293320042,22.944294936971374,19.26544979165561,1.1070886926279826,1.6336568584551898
21.3022543090739,16.606638294611408,22.445956988238176,18.29392922270632,1.143702679164278,1.6872909280949138
16.912784745930583,17.95269651589383,18.65498288260169,19.518504140207856,1.7421981366711066,1.5658076243140258
20.12530071451346,17.09655298859223,21.616840163388066,18.79890744776869,1.4915394488746045,1.7023544591764619
20.331305077483822,16.563529031160336,21.07152796978075,18.198101280665718,0.7402228922969272,1.634572249505382
16.41573700039356,16.849835684550197,18.125337261370923,18.56955093221785,1.7096002609773642,1.7197152476676543
18.522594175389138,16.882045478168497,20.25807041262913,18.47426981990635,1.7354762372399932,1.5922243417378539
18.51910879007224,17.94726761571951,20.121210042931576,19.59155571006845,1.6021012528593346,1.6442880943489406
19.6711877297601,16.49156248938061,21.131651035150444,17.997837298894726,1.4604633053903449,1.5062748095141174
19.406512633756908,16.79493531085351,21.007035750773888,18.34984195786773,1.60052311701698,1.5549066470142208
16.933247104268645,17.01461776876148,18.72702394873783,18.556454717759895,1.7937768444691855,1.5418369489984158
17.60625473407988,16.48639861059612,19.422206491513837,18.169157844416503,1.8159517574339574,1.6827592338203843
18.33618145900482,17.5069964570445,20.07580660356472,19.234665092117137,1.7396251445598985,1.7276686350726358
18.394484897921192,17.685510293376424,20.14926082910184,19.20141662357092,1.7547759311806495,1.5159063301944968
19.145414338537016,16.479262510181353,20.804169850540852,18.07851303590976,1.658755512003836,1.599250525728408
19.69085186622476,17.03888797204087,21.293119593635208,18.635219836631205,1.602267727410446,1.5963318645903328
19.79830271474119,17.12242194439556,20.74822915889613,18.744442396081123,0.94992644415494,1.6220204516855645
20.944380498721,17.697677249730447,22.35616411617847,19.407483898431952,1.4117836174574698,1.7098066487015053
20.824149611088217,17.12507802569551,21.832935117940263,18.73662161916289,1.0087855068520462,1.6115435934673776
21.469089081685475,17.280895289678664,22.54622400884647,18.8738247896332,1.0771349271609942,1.5929294999545363
21.414392058718946,17.22185436699468,22.26494741366665,18.82311919512566,0.850555354947705,1.6012648281309794
21.51428715033681,17.23480544170152,22.98460132874124,18.78934733764172,1.4703141784044291,1.554541895940197
20.71627051266922,17.872919466888483,21.5266824503253,19.05548527691937,0.810411937656081,1.1825658100308871
17.31438293010724,17.548803652527326,19.05713151096764,19.16947248203873,1.7427485808604004,1.6206688295114056
21.833621047060912,17.777451935077906,22.60798390593284,19.399137592732224,0.7743628588719282,1.621685657654318
17.97448313868154,17.854946000277312,19.639094381759584,19.401639818110603,1.6646112430780455,1.5466938178332903
19.07883944761116,19.42058410798246,20.70157593616424,20.696650612657635,1.6227364885530804,1.2760665046751747
20.54240867249158,17.639806634340776,21.316226684713182,19.27771587538893,0.7738180122216036,1.6379092410481562
20.290534781296607,17.783547788994294,21.95564664956928,19.33181375201161,1.6651118682726747,1.5482659630173146
19.662481728031132,17.662765015453957,21.34825997029672,19.340157353484777,1.685778242265588,1.6773923380308204
21.60024843162041,17.621846981171874,22.746697256133544,19.23976455628205,1.1464488245131328,1.6179175751101766
